,unit_name,furnish_status,num_rooms,num_bathroom,elec_power,location,longitude,latitude,size,room_type,property_type,building,tower,floor_num,room_facility,kitchen_facility,building_facility,clean_rating,location_rating,satisfaction_rating,checkin/out_rating,economic_rating,staff_rating,total_rating,monthly_price
2473,Exclusive and Comfortable 3BR Sudirman Suites Apartment By Travelio - Jakarta,Full Furnished,4,2.0,5500.0,"Jl. Jenderal Sudirman No.36, RT.14/RW.1, Bend. Hilir, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210",106.81615233421326,-6.215685774956277,122.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sudirman Suites,1,18.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,Panel AC Central,Vanity Desk,Chair,Chandelier,Bed Config :,1 King Bed (180x200)","Trundle Bed (Single Bed & Single Underbed),Mattress Protector 90x200,Pillow,Wardrobe,Hanger,Air Conditioner,Blackout Curtain,Panel AC Central,Mirror,Bed Config :,1 Trundle Bed (Single Bed & Single Underbed)","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Fitness Center,Jacuzzi,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,24124830.0
2474,Elegant and Comfy 1BR at Ascott Thamrin Apartment By Travelio - Jakarta,Full Furnished,1,2.0,3500.0,"Jl. Kebon Kacang Raya No.2, Kb. Melati, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10230",106.81850999593735,-6.1948937887146425,99.64,Seluruh Rumah / Apartemen,Apartemen,Apartemen Ascott Thamrin,1,10.0,"King Bed (180x200),Wardrobe,Air Conditioner,Curtain,Pillow,Side Table,Hanger,AC Remote,TV,Remote TV,Antena Building,Table Lamp,Iron,Iron Board,Bed Config :,1 King Bed (180x200)","Sofa,TV,Curtain,Air Conditioner,AC Remote,Remote TV,Dining Chair,Dining Table,Coffee Table,TV Cabinet,Antena Building,Wardrobe,Chandelier","24-Hour Security,CCTV In Public Area,Fitness Center,Playground,Sauna,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,25604000.0
2475,Spacious 3BR Apartment at Veranda Residence By Travelio - Jakarta,Full Furnished,3,2.0,3300.0,"Jl. Pesanggrahan No.28, Kembangan Sel., Kembangan, Jakarta Barat, DKI Jakarta, 11610",106.75631761550903,-6.189430006701461,116.0,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25891400.0
2476,Suite 3BR Kemang Village Apartment By Travelio - Jakarta,Full Furnished,3,2.0,3500.0,"Jl. Pangeran Antasari No.36, Bangka, Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12430",106.81266077354123,-6.261401779491484,132.3,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kemang Village,Empire,,"Bowl,Chopping Board,Colander,Cooking Knife,Dining Chair,Dining Knife,Dining Table,Dustbin,Exhaust Fan,Fork,Frying Pan,Gas Stove,Kettle (Siul),Kitchen Set,Microwave,Mixing Bowl,Mug,Oven,Plate,Refrigerator,Sauce Pan,Scissor,Serving Plate,Spatula,Tablespoon,Water Dispenser,Wine Glass","Washing Machine,Mirror,Curtain,Air Conditioner,TV,Sofa,Sofa Pillow,Setrika,Iron Board,Side Table,Telephone,Cable TV,DVD / VCD Player,Fan,Shoes Rack","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Supermarket",5.0,5.0,5.0,5.0,5.0,5.0,5.0,29094000.0
2477,Luxurious 2BR at Sudirman Suites Apartment By Travelio - Jakarta,Full Furnished,2,1.0,3200.0,"Jl. Jenderal Sudirman No.36, RT.14/RW.1, Bend. Hilir, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10210",106.81615233421326,-6.215685774956277,72.43,Seluruh Rumah / Apartemen,Apartemen,,,,,,,4.9,4.9,4.9,4.9,4.9,4.9,4.9,28330000.0
2478,New Luxury 3BR Private Lift at Izzara Apartment By Travelio - Jakarta,Full Furnished,3,3.0,11000.0,"Jl. TB Simatupang No.16, RT.2/RW.1, Cilandak Tim., Cilandak, Jakarta Selatan, DKI Jakarta, 12430",106.805961,-6.295126,176.0,Seluruh Rumah / Apartemen,Apartemen,,,,,,,,,,,,,,28875000.0
2479,Spacious and Elegant 3BR at Golfhill Terraces Pondok Indah Apartment By Travelio - Jakarta,Full Furnished,2,2.0,10000.0,"Jl. Metro Kencana IV No.4, RT.2/RW.15, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310",106.78521573543549,-6.275491975323835,157.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Golfhill Terraces Pondok Indah,B,16.0,"King Bed (180x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Curtain,TV,AC Remote,Remote TV,Side Table,Vanity Desk,Antena Building,Chair,Standing Lamp,Bed Config :,1 King Bed (180x200)","Super Single Bed (120x200),Mattress Protector 120x200,Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Working Chair,Table,Bed Config :,1 Super Single Bed (120x200)","24-Hour Security,CCTV Public Area,Elevator",,,,,,,,28903333.0
2480,Elegant and Spacious 2BR at Apartment Simprug Park Residences By Travelio - Jakarta,Full Furnished,2,2.0,6600.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,122.41,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32026400.0
2481,Cozy and Spacious 2BR Apartment at Simprug Park Residences By Travelio - Jakarta,Full Furnished,2,2.0,6600.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,122.41,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32026400.0
2482,Big and Elegant 3BR Apartment at Simprug Park Residences By Travelio - Jakarta,Full Furnished,3,2.0,7700.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,162.83,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,35973509.0
2483,Big and Comfortable 3BR Apartment at Simprug Park Residences By Travelio - Jakarta,Full Furnished,3,2.0,7700.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,162.83,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,36023509.0
2484,Big and Cozy 3BR Apartment at Simprug Park Residences By Travelio - Jakarta,Full Furnished,2,2.0,7700.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,158.85,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,37091500.0
2485,Spacious and Modern 3BR Apartment at Simprug Park Residences By Travelio - Jakarta,Full Furnished,3,2.0,7700.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,158.85,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,37144000.0
2486,Spacious 3BR at Simprug Park Residences Apartment By Travelio - Jakarta,Full Furnished,3,2.0,7700.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,185.58,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,37685523.0
2487,Spacious and Comfort 3BR Apartment at Simprug Park Residences By Travelio - Jakarta,Full Furnished,3,3.0,7700.0,"Jl. Simprug Golf III No.83, RT.3/RW.8, Grogol Sel., Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 11610",106.793087,-6.227613,185.58,Seluruh Rumah / Apartemen,Apartemen,,,,,,,4.7,4.7,4.7,4.7,4.7,4.7,4.7,37825523.0
2488,Exclusive 3BR for 8 Pax at Menteng Executive Apartment By Travelio - Jakarta,Full Furnished,5,2.0,26400.0,"Jl. Pegangsaan Barat No.16, RT.1/RW.5, Menteng, Menteng, Jakarta Pusat, DKI Jakarta, 10320",106.84063352644444,-6.198510279991183,167.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Menteng Executive,PALEM,12.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Side Table,Vanity Desk,Chair,Table Lamp,Bed Config :,2 Queen Bed (160x200)","Super King Bed,Mattress Protector 200x200,Pillow,Wardrobe,Hanger,Air Conditioner,Curtain,AC Remote,Side Table,Sofa,Bed Config :,1 Super King Bed","24-Hour Security,CCTV In Public Area,Swimming Pool",,,,,,,,45723000.0
2489,Unfurnished Studio Apartment with AC at Gading Nias Residence By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Pegangsaan Dua, RT.13/RW.3, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, DKI Jakarta, 14250",106.91722869873047,-6.153782044208278,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Nias Residence,Alamanda,10.0,"Air Conditioner,AC Remote",Kitchen Cabinet,"24-Hour Security,ATM On Site,CCTV In Public Area,Elevator,Restaurant,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1770500.0
2490,Unfurnished 2BR Apartment at 15th Floor Gading Nias Residence By Travelio - Jakarta,Unfurnished,1,1.0,2200.0,"Jl. Pegangsaan Dua, RT.13/RW.3, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, DKI Jakarta, 14250",106.91722869873047,-6.153782044208278,29.06,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Nias Residence,Dahlia (K),15.0,"Bathroom Sink,Toilet Bowl,Shower,Towel Hanger",Access Card,"24-Hour Security,ATM On Site,CCTV In Public Area,Elevator,Restaurant,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1989167.0
2491,Studio Unfurnished Apartment at Tokyo Riverside PIK 2 By Travelio - Jakarta,Unfurnished,1,1.0,1000.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,CH,28.0,"Bathroom Sink,Toilet Bowl,Mirror,Shower,Towel Hanger",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1650000.0
2492,Studio Unfurnished Apartment with AC at Tokyo Riverside PIK 2 By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Akihabara,7.0,"Air Conditioner,AC Remote","Bathroom Sink,Toilet Bowl,Mirror,Shower","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2284662.0
2493,New Studio Unfurnished with AC at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Fuji,5.0,"Bathroom Sink,Toilet Bowl,Mirror,Shower",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1750000.0
2494,Simply Look Studio Unfurnished with AC at Tokyo Riverside Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.69157981872559,-6.042278788605511,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Chikusei,29.0,"Air Conditioner,AC Remote,Wardrobe",Kitchen Cabinet,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1750000.0
2495,Unfurnished Studio Apartment with AC at Green Palm Residence By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Kresek Raya No.11, RT.11/RW.13, Duri Kosambi, Cengkareng, Jakarta Barat, DKI Jakarta, 11750",106.71526707708836,-6.175246308967431,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Palm Residence,C,17.0,"Air Conditioner,AC Remote,Wardrobe","Bathroom Sink,Toilet Bowl,Mirror,Shower,Towel Hanger","24-Hour Security,CCTV In Public Area,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1955167.0
2496,Unfurnished 2BR with AC at 8th Floor East Park Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Perumahan Jatinegara Indah, RT.13/RW.12, Jatinegara, Cakung, Jakarta Timur, DKI Jakarta, 13930",106.92538261413574,-6.203711984241769,33.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen East Park,BA,8.0,"Air Conditioner,AC Remote","Air Conditioner,AC Remote","24-Hour Security,ATM On Site,CCTV In Public Area,Elevator,Laundry (Charge),Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1850000.0
2497,Unfurnished Studio with AC at Tifolia Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,TF,10.0,"Air Conditioner,AC Remote","Bathroom Sink,Toilet Bowl,Mirror,Shower,Towel Hanger","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,1950000.0
2498,Tranquil Studio Unfurnished with AC at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,AK,35.0,"Air Conditioner,AC Remote",Kitchen Cabinet,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,1950000.0
2499,Minimalist Studio Unfurnished with AC at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,AK,25.0,"Air Conditioner,AC Remote",Kitchen Cabinet,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,1950000.0
2500,Lavish Studio Unfurnished with AC at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Dontonbori,20.0,"Air Conditioner,AC Remote","Bathroom Sink,Toilet Bowl,Shower","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,1950000.0
2501,Unfurnished Studio at 17th Floor Tokyo Riverside Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.69157981872559,-6.042278788605511,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,DOTONBORI,17.0,"Bathroom Sink,Toilet Bowl,Mirror,Shower,Towel Hanger",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2000000.0
2502,Minimalist Unfurnished Studio Apartment at Tokyo Riverside PIK 2 By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,DT,5.0,"Bathroom Sink,Toilet Bowl,Mirror,Shower,Towel Hanger",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2503,Unfurnished Studio Apartment with AC at Green Bay Pluit By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Pluit Karang Ayu 1 No.B1, RT.20/RW.2, Pluit, Penjaringan, Jakarta Utara, DKI Jakarta, 14450",106.77899301052094,-6.108615992663808,21.25,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Bay Pluit,A,30.0,"Air Conditioner,AC Remote","Bathroom Sink,Shower","ATM On Site,Basketball Court,Cafe,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.7,4.7,4.7,4.7,4.7,4.7,4.7,2344842.0
2504,Unfurnished Studio at 7th Floor Tifolia Apartment with AC By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,TF,7.0,"Air Conditioner,AC Remote","Bathroom Sink,Toilet Bowl,Mirror,Shower","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2049999.0
2505,Unfurnished Studio Apartment with AC at Casablanca East Residences By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Pahlawan Revolusi No.2 Pd. Bambu Kec. Duren Sawit Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430, Indonesia",106.898516,-6.223912,18.669,Seluruh Rumah / Apartemen,Apartemen,Apartemen Casablanca East Residences,AB,10.0,"Air Conditioner,AC Remote",Kitchen Cabinet,"24-Hour Security,Access Card,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2049999.0
2506,Studio Unfurnished with AC at 21th Floor Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,FUJI,21.0,"Air Conditioner,AC Remote","Toilet Bowl,Shower","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2050000.0
2507,Studio Unfurnished with AC at 16th Floor Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,FUJI,16.0,"Air Conditioner,AC Remote","Bathroom Sink,Toilet Bowl,Mirror,Shower","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2050000.0
2508,Unfurnished Studio Room with AC at High Floor Bassura City Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1600.0,"Jl. Jend. Basuki Rachmat No.1A, Cipinang Besar Sel., Jatinegara, Jakarta Timur, DKI Jakarta, 13410",106.88039,-6.22276,20.34,Seluruh Rumah / Apartemen,Apartemen,Apartemen Bassura City,G,31.0,"Air Conditioner,AC Remote",Kitchen Cabinet,"24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Shops,Supermarket,Swimming Pool",4.0,4.0,4.0,4.0,4.0,4.0,4.0,2640859.0
2509,Unfurnished Studio with AC at 30th Floor Bassura City Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Jl. Jend. Basuki Rachmat No.1A, Cipinang Besar Sel., Jatinegara, Jakarta Timur, DKI Jakarta, 13410",106.88039,-6.22276,20.34,Seluruh Rumah / Apartemen,Apartemen,Apartemen Bassura City,A,30.0,"Air Conditioner,Panel AC Central",Kitchen Cabinet,"24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Shops,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2640859.0
2510,Simply Studio Unfurnished at 29th Floor Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.69224835932255,-6.042433159033009,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Dontonbori,29.0,Kitchen Cabinet,Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2511,Compact Studio Unfurnished at 6th Floor Tokyo Riverside PIK 2 By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.69224500656128,-6.0424281578319485,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,FUJI,6.0,"Toilet Bowl,Shower",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2512,Comfy Unfurnished Studio Apartment at 37th Floor Tokyo Riverside PIK 2 By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692248,-6.042433,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,BEPPU,37.0,"Toilet Bowl,Shower",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2513,Unfurnished Studio at 12th Floor Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Beppu,12.0,"Toilet Bowl,Shower",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2101329.0
2514,Unfurnished Studio at 18th Floor Tokyo Riverside Apartment PIK By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.69157981872559,-6.042278788605511,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,AK,18.0,"Toilet Bowl,Shower,Towel Hanger",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2067834.0
2515,Minimalist Studio Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,CH,9.0,"Toilet Bowl,Mirror,Shower,Towel Hanger",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2166748.0
2516,Simply Designed Unfurnished Studio at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,AK,30.0,"Bathroom Sink,Toilet Bowl,Shower",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2517,High Floor Unfurnished Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Akihabara,35.0,Towel Hanger,Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2518,Homey Studio Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,AKHIBARA,5.0,"Bathroom Sink,Toilet Bowl,Mirror,Shower",Access Card,"24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
2519,Comfy Studio Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Unfurnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,CH,19.0,Kitchen Cabinet,"Bathroom Sink,Toilet Bowl,Mirror,Shower,Towel Hanger","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2101329.0
